NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles,mol_id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,TOX27832
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOP(=O)(OCC)OCC,TOX6228
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Nc1ccc(F)cc1,TOX2027
0.0,,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,TOX6137
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,TOX2020
0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,CCOc1cc(OCC)c(C(C)=O)cc1OCC,TOX6220
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OCCOCCOCCOC(C)=O,TOX6223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX9904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cn1cnc2c1c(=O)[nH]c(=O)n2C,TOX6132
1.0,,1.0,,0.0,,,,0.0,,,1.0,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,TOX5035
0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,CCN(CC)c1cccc(O)c1,TOX5037
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Oc1ccc2ccccc2c1/N=N/c1ccccc1,TOX1135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=S)Nc1ccccc1,TOX1134
0.0,,1.0,1.0,1.0,,,,0.0,,1.0,1.0,Nc1c2ccccc2nc2ccccc12,TOX4457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,TOX3701
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,TOX17515
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(=O)NNc1ccccc1,TOX15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)C1C(=O)C=C(C)OC1=O,TOX14
0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Nc1ccc(Nc2ccccc2)cc1,TOX5895
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,TOX2382
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NNCCO,TOX728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,TOX18762
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1ccc(NC(=O)CC(C)O)cc1,TOX721
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOP(=S)(OCC)SCSCC,TOX12459
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C=CC(=O)OCCN(C)C,TOX5100
0.0,,1.0,,1.0,,,,1.0,,1.0,1.0,Nc1ccc2cc3ccccc3cc2c1,TOX4458
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,TOX25293
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,TOX25292
0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,TOX25291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOCC(C)O,TOX4283
,,,,,,,0.0,,0.0,,,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,TOX25297
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)CCCN,TOX5102
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CCCc2ccccc21,TOX7175
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC1CCCc2ccccc21,TOX7174
0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,,0.0,c1ccc(N=NNc2ccccc2)cc1,TOX4934
0.0,,1.0,,0.0,0.0,,1.0,1.0,0.0,,,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,TOX12600
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COC(C)OC,TOX7178
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,TOX589
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(O)c1ccccc1,TOX859
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,TOX3883
0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,TOX3881
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1ccc(NC(N)=O)cc1,TOX580
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCOc1ccccc1C(N)=O,TOX581
0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,TOX582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC(=O)OCC,TOX583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCCC1=O,TOX856
0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,CNc1ncnc2[nH]cnc12,TOX857
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,TOX3889
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,TOX855
0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,COc1cc(N)ccc1C,TOX4855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)c1ccccc1,TOX1828
0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,TOX1824
0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],TOX1823
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC(C)N(CCO)C(C)C,TOX1822
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)=NO,TOX1821
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(=O)CC,TOX1820
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,TOX3089
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,TOX3088
0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CCCCc1ccc(C(=O)O)nc1,TOX3085
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,TOX28528
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC(C)CC,TOX8974
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,CCOP(=O)([O-])C(N)=O,TOX12406
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,O=C(Cl)c1cc(Cl)cc(Cl)c1,TOX7506
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)c1cccc(Cl)c1,TOX7507
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCCN(C)C,TOX7504
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc(=O)nc(C(C)C)[nH]1,TOX7502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)CC(N)CC(C)(CN)C1,TOX7503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOCCO,TOX7500
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)CCS,TOX7509
0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,TOX14855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,CC(C)NCC(O)COc1ccccc1-n1cccc1,TOX25671
0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,,1.0,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,TOX26019
,,,,,,,0.0,,0.0,,,CC1(C)CO[C@@H](CC(=O)O)CN1,TOX25670
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,TOX26015
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N=C(N)NN.N=C(N)NN,TOX26016
0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,TOX26017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,TOX25673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCCCCC1(C)CCC(=O)O1,TOX21299
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O,TOX26013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCCCC#CC(=O)OC,TOX27639
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCC/C=C/C(=O)OC,TOX27637
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCC(=O)OCCCCCC,TOX27636
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,TOX27633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C/C=C/C=C/CO,TOX27631
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,TOX25674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,TOX25677
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCCCCCC(=O)O,TOX1644
0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N,TOX27362
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCN1C=CN(C)C1,TOX29320
0.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,TOX21743
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCCCCCCCCCCCBr,TOX29314
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ncsc1CCCl,TOX2842
0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,,,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,TOX2843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1cccc(Cl)c1N=C1NCCN1,TOX24670
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,TOX2847
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Nc1ccc2ccccc2c1S(=O)(=O)O,TOX922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1ccc(Cl)cc1,TOX281
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCOC(O)CC,TOX9755
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCOS(=O)(=O)[O-],TOX6031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCC(CC)COS(=O)(=O)[O-],TOX6033
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,TOX20360
0.0,,1.0,,,0.0,,,,,1.0,1.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,TOX20362
0.0,0.0,,,,0.0,,1.0,0.0,0.0,1.0,0.0,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,TOX20363
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc([N+](=O)[O-])ccc1N,TOX5629
0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1c(N)cccc1[N+](=O)[O-],TOX5628
,,,,,,,0.0,,0.0,,,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,TOX2610
1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX2904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(CO)[C@@H](O)C(=O)NCCCO,TOX2906
1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX2901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C,TOX27413
0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,TOX26908
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,TOX26909
0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,TOX26906
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,TOX26904
0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O,TOX26902
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(C=Cc1ccccc1)OCCCc1ccccc1,TOX27411
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=C(C=O)C(C)(C)CCC1,TOX27142
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCOC(=O)CCCC,TOX22218
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCc1ccccc1,TOX22219
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)=CC(=O)O,TOX27145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCCCCCC(=O)Cl,TOX22215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCCC1,TOX22210
1.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,,,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,TOX13314
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,TOX25847
,,,,,,,0.0,,0.0,,,CCCCCC(C)N.CCCCCC(C)N,TOX25845
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCc1ccccc1O,TOX25843
0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,CC=CC=CCOC(=O)C(C)C,TOX27414
0.0,,1.0,1.0,,,,,,0.0,1.0,1.0,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1,TOX25848
0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Oc1c(Br)cc(Br)c2cccnc12,TOX25849
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CNCCCN1c2ccccc2CCc2ccccc21,TOX26942
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)OC(=O)N1CCCCC1CCO,TOX14227
0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,TOX20502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCC1CCC(=O)O1,TOX14229
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,CC/C=C\CCOC(C)OCC,TOX27418
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,TOX28948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,COC(=O)C(Cl)C(=O)OC,TOX28944
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCC[C@H](N)C(=O)O,TOX28946
0.0,,1.0,,,0.0,,,,1.0,,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],TOX3371
0.0,0.0,1.0,,,0.0,,,,0.0,,,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,TOX28941
0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,TOX28942
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(N)Cc1ccc2c(c1)OCO2,TOX28943
0.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,CC(C)(C)c1ccc(O)c(O)c1,TOX4687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(C)N,TOX4681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,CCCCOC(=O)c1ccccc1N,TOX4683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CCCCCCCCCCCN1,TOX7344
0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0,c1ccc(B(c2ccccc2)c2ccccc2)cc1,TOX7345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cccc(C(=O)O)c1O,TOX18686
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCCOCCO,TOX7341
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[S-]c1ccccc1,TOX7342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(C)c1ccc(C=O)cc1,TOX7343
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,TOX3508
1.0,1.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,TOX3502
,,,,,,,0.0,,0.0,,,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,TOX3505
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1c2c(O)cccc2Cc2cccc(O)c21,TOX4538
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(N)cc1,TOX4532
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1cccc(C(C)C)c1N,TOX2279
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,TOX24466
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Nc1ccc(S(=O)(=O)O)c(N)c1,TOX24465
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(O)C1CCCN1,TOX21104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCCCCCCCCC=O,TOX17757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](OCC)(OCC)c1ccccc1,TOX24462
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCOc1nc(OCC=C)nc(OCC=C)n1,TOX17754
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCCOS(=O)(=O)O,TOX24469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,TOX25598
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,TOX25594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,TOX25595
0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,TOX25596
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,TOX25597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,TOX25590
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,TOX25591
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,TOX445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,TOX444
0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,TOX447
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,TOX446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,CC(Oc1cc(Cl)ccc1Cl)C(=O)O,TOX441
